,k,score
0,2,0.4125591096858703
1,3,0.08962552036425395
2,4,0.3417849437670708
3,5,0.18272684536348022
4,6,0.1379925979441163
5,7,0.12419207182580114
6,8,0.15382305967429544
7,9,0.13155772530267976
8,10,-0.008459327352702444
9,11,0.13101682172800502
10,12,0.11314189980382883
11,13,0.09406229897305857
12,14,0.13385143010202316
13,15,0.1551324461930514
14,16,0.15877136609212275
15,17,0.15713866645772412
16,18,0.148528449925768
17,19,0.11698325965654345
18,20,0.15421195677876903
19,21,0.12196879311978134
20,22,0.13539925344235482
21,23,0.1698324710577692
22,24,0.16372085039702564
23,25,0.15205482329105435
24,26,0.1421019328291958
25,27,0.12207954587320033
26,28,0.1006888039553117
27,29,0.15539567788596817
28,30,0.1695751016533078
29,31,0.17149519620567694
30,32,0.16790257516359855
31,33,0.1714090654460166
32,34,0.17988984751005027
33,35,0.18548592179097248
34,36,0.17289707311741184
35,37,0.20947813508261412
36,38,0.19904470633460022
37,39,0.21149952739877445
38,40,0.20357259226438063
39,41,0.20023795441833483
40,42,0.20276043515415948
41,43,0.21400554884940173
42,44,0.2036281135039909
43,45,0.2065007898819719
44,46,0.20935221272466073
45,47,0.24046756341806325
46,48,0.22997817783128374
47,49,0.21339259611907962
48,50,0.24159006960703955
49,51,0.23495623980188352
50,52,0.2146355703166387
51,53,0.23133843463771855
52,54,0.2229772124875431
53,55,0.2251388890233555
54,56,0.2236707666627344
55,57,0.21228018856005118
56,58,0.23357944108394443
57,59,0.22849204520006683
