,k,score
0,2,0.5213854658378311
1,3,0.5098058481283371
2,4,0.4870064844187363
3,5,0.48660773947762437
4,6,0.4235540461463561
5,7,0.4987591546407357
6,8,0.5029786445540504
7,9,0.4297903585850853
8,10,0.4157401592208711
9,11,0.4159940068701508
10,12,0.516519586737783
11,13,0.4465572655113625
12,14,0.5066422231935661
13,15,0.4286855733698998
14,16,0.41768551463765513
15,17,0.43665625859694424
16,18,0.4496317815224798
17,19,0.4499870055309212
18,20,0.44335237791760124
19,21,0.47735501429842286
20,22,0.48059899067043566
21,23,0.4789979455162575
22,24,0.49160448370364335
23,25,0.4674761597757904
24,26,0.4886005200774029
25,27,0.5032514254739079
26,28,0.4832211649080028
27,29,0.510810240177159
28,30,0.5090398763064478
29,31,0.5167519890515594
30,32,0.5216954535931596
31,33,0.523798176824848
32,34,0.5004242798669906
33,35,0.5340743916906217
34,36,0.5360977644635898
35,37,0.5346090577781948
36,38,0.5568589011339665
37,39,0.5611519701509553
38,40,0.5655846655891199
39,41,0.5701638951021645
40,42,0.5748970280935013
41,43,0.5797919347718798
42,44,0.5848570292125118
43,45,0.5859202607504307
44,46,0.5913390952505588
45,47,0.6015780950511006
46,48,0.602998625980414
47,49,0.6088225046755011
48,50,0.6148661523779502
49,51,0.6178879762291749
50,52,0.6239316239316239
51,53,0.6239316239316239
52,54,0.6239316239316239
53,55,0.6239316239316239
54,56,0.6239316239316239
55,57,0.6239316239316239
56,58,0.6239316239316239
57,59,0.6239316239316239
