,method_name,cluster_id
0,null2EmptyString,1
1,emptyString2Null,1
2,doc2SystemId,1
3,parseSchema,15
4,validateAnnotations,1
5,createAnnotationValidator,16
6,getGrammar,1
7,findGrammar,2
8,constructTrees,19
9,isExistingGrammar,9
10,updateImportListFor,2
11,updateImportListWith,22
12,buildGlobalNameRegistries,17
13,traverseSchemas,23
14,needReportTNSError,1
15,addGlobalAttributeDecl,1
16,addGlobalAttributeGroupDecl,1
17,addGlobalElementDecl,1
18,addGlobalGroupDecl,1
19,addGlobalNotationDecl,1
20,addGlobalTypeDecl,1
21,addIDConstraintDecl,1
22,getGlobalAttributeDecl,1
23,getGlobalAttributeGroupDecl,1
24,getGlobalElementDecl,1
25,getGlobalGroupDecl,1
26,getGlobalNotationDecl,1
27,getGlobalTypeDecl,1
28,getIDConstraintDecl,1
29,getGlobalDecl,24
30,getGlobalDeclFromGrammar,11
31,traverseGlobalDecl,1
32,schemaDocument2SystemId,1
33,getGrpOrAttrGrpRedefinedByRestriction,4
34,resolveKeyRefs,3
35,getIDRegistry,1
36,getIDRegistry_sub,1
37,storeKeyRef,3
38,resolveSchema,6
39,resolveSchemaSource,6
40,getSchemaDocument,13
41,getSchemaDocument0,4
42,getSchemaDocument1,4
43,expandGrammars,1
44,existingGrammars,9
45,canAddComponents,1
46,canAddComponent,11
47,addGrammars,9
48,addGrammarComponents,1
49,createGrammarFrom,1
50,addNewGrammarLocations,1
51,addNewImportedGrammars,2
52,updateImportList,2
53,addNewGrammarComponents,18
54,addGlobalElementDecls,1
55,addGlobalAttributeDecls,10
56,addGlobalAttributeGroupDecls,10
57,addGlobalNotationDecls,10
58,addGlobalGroupDecls,10
59,addGlobalTypeDecls,10
60,expandComponents,1
61,expandRelatedComponents,0
62,expandRelatedAttributeComponents,5
63,expandRelatedElementComponents,5
64,expandRelatedTypeComponents,1
65,expandRelatedModelGroupDefinitionComponents,1
66,expandRelatedAttributeGroupComponents,1
67,expandRelatedComplexTypeComponents,5
68,expandRelatedSimpleTypeComponents,5
69,expandRelatedAttributeUsesComponents,1
70,expandRelatedAttributeUseComponents,1
71,expandRelatedParticleComponents,1
72,expandRelatedModelGroupComponents,1
73,addRelatedType,0
74,addRelatedElement,0
75,addRelatedAttribute,0
76,addGlobalComponents,1
77,addGlobalComponent,20
78,updateImportDependencies,22
79,expandImportList,2
80,addImportList,2
81,containedImportedGrammar,22
82,getSchemaGrammar,9
83,findDependentNamespaces,22
84,addNamespaceDependency,22
85,reportSharingError,4
86,createTraversers,21
87,prepareForParse,4
88,prepareForTraverse,14
89,setDeclPool,1
90,setDVFactory,1
91,reset,12
92,traverseLocalElements,7
93,removeParticle,1
94,fillInLocalElemInfo,7
95,checkForDuplicateNames,8
96,renameRedefiningComponents,4
97,findQName,1
98,changeRedefineGroup,4
99,findXSDocumentForDecl,1
100,nonAnnotationContent,1
101,setSchemasVisible,1
102,element2Locator,1
103,reportSchemaError,1
104,reportSchemaWarning,1
105,setGenerateSyntheticAnnotations,1
