,method_name,cluster_id
0,getGrammarDescription,7
1,getElementDeclIsExternal,1
2,getAttributeDeclIsExternal,1
3,getAttributeDeclIndex,3
4,startDTD,5
5,startParameterEntity,9
6,startExternalSubset,7
7,endParameterEntity,9
8,endExternalSubset,7
9,elementDecl,13
10,attributeDecl,19
11,internalEntityDecl,14
12,externalEntityDecl,14
13,unparsedEntityDecl,14
14,notationDecl,25
15,endDTD,24
16,setDTDSource,7
17,getDTDSource,7
18,textDecl,7
19,comment,7
20,processingInstruction,7
21,startAttlist,7
22,endAttlist,7
23,startConditional,7
24,ignoredCharacters,7
25,endConditional,7
26,setDTDContentModelSource,7
27,getDTDContentModelSource,7
28,startContentModel,8
29,startGroup,8
30,pcdata,7
31,element,6
32,separator,5
33,occurrence,6
34,endGroup,5
35,any,7
36,empty,7
37,endContentModel,7
38,isNamespaceAware,7
39,getSymbolTable,7
40,getFirstElementDeclIndex,7
41,getNextElementDeclIndex,7
42,getElementDeclIndex,7
43,getContentSpecType,4
44,getElementDecl,4
45,getElementDeclName,24
46,getFirstAttributeDeclIndex,1
47,getNextAttributeDeclIndex,1
48,getAttributeDecl,2
49,isCDATAAttribute,3
50,getEntityDeclIndex,7
51,getEntityDecl,16
52,getNotationDeclIndex,7
53,getNotationDecl,0
54,getContentSpec,17
55,getContentSpecIndex,12
56,getContentSpecAsString,12
57,printElements,7
58,printAttributes,3
59,addContentSpecToElement,6
60,getElementContentModelValidator,20
61,createElementDecl,22
62,setElementDecl,4
63,putElementNameMapping,7
64,setFirstAttributeDeclIndex,1
65,setContentSpecIndex,12
66,createAttributeDecl,2
67,setAttributeDecl,2
68,createContentSpec,17
69,setContentSpec,17
70,createEntityDecl,21
71,setEntityDecl,16
72,createNotationDecl,1
73,setNotationDecl,0
74,addContentSpecNode,15
75,addUniqueLeafNode,15
76,initializeContentModelStack,5
77,isImmutable,7
78,appendContentSpec,7
79,printAttribute,7
80,createChildModel,11
81,buildSyntaxTree,11
82,contentSpecTree,7
83,ensureElementDeclCapacity,10
84,ensureAttributeDeclCapacity,18
85,ensureEntityDeclCapacity,26
86,ensureNotationDeclCapacity,0
87,ensureContentSpecCapacity,23
88,resize,7
89,isEntityDeclared,7
90,isEntityUnparsed,1
