,method_name,cluster_id
0,null2EmptyString,1
1,emptyString2Null,1
2,doc2SystemId,1
3,parseSchema,9
4,validateAnnotations,1
5,createAnnotationValidator,16
6,getGrammar,1
7,findGrammar,0
8,constructTrees,5
9,isExistingGrammar,0
10,updateImportListFor,0
11,updateImportListWith,1
12,buildGlobalNameRegistries,3
13,traverseSchemas,0
14,needReportTNSError,1
15,addGlobalAttributeDecl,1
16,addGlobalAttributeGroupDecl,1
17,addGlobalElementDecl,1
18,addGlobalGroupDecl,1
19,addGlobalNotationDecl,1
20,addGlobalTypeDecl,1
21,addIDConstraintDecl,1
22,getGlobalAttributeDecl,1
23,getGlobalAttributeGroupDecl,1
24,getGlobalElementDecl,1
25,getGlobalGroupDecl,1
26,getGlobalNotationDecl,1
27,getGlobalTypeDecl,1
28,getIDConstraintDecl,1
29,getGlobalDecl,4
30,getGlobalDeclFromGrammar,20
31,traverseGlobalDecl,1
32,schemaDocument2SystemId,1
33,getGrpOrAttrGrpRedefinedByRestriction,1
34,resolveKeyRefs,13
35,getIDRegistry,1
36,getIDRegistry_sub,1
37,storeKeyRef,18
38,resolveSchema,15
39,resolveSchemaSource,15
40,getSchemaDocument,12
41,getSchemaDocument0,1
42,getSchemaDocument1,10
43,expandGrammars,1
44,existingGrammars,1
45,canAddComponents,1
46,canAddComponent,20
47,addGrammars,1
48,addGrammarComponents,1
49,createGrammarFrom,1
50,addNewGrammarLocations,1
51,addNewImportedGrammars,0
52,updateImportList,0
53,addNewGrammarComponents,19
54,addGlobalElementDecls,1
55,addGlobalAttributeDecls,1
56,addGlobalAttributeGroupDecls,1
57,addGlobalNotationDecls,1
58,addGlobalGroupDecls,1
59,addGlobalTypeDecls,1
60,expandComponents,1
61,expandRelatedComponents,1
62,expandRelatedAttributeComponents,1
63,expandRelatedElementComponents,1
64,expandRelatedTypeComponents,1
65,expandRelatedModelGroupDefinitionComponents,1
66,expandRelatedAttributeGroupComponents,1
67,expandRelatedComplexTypeComponents,1
68,expandRelatedSimpleTypeComponents,1
69,expandRelatedAttributeUsesComponents,1
70,expandRelatedAttributeUseComponents,1
71,expandRelatedParticleComponents,1
72,expandRelatedModelGroupComponents,1
73,addRelatedType,17
74,addRelatedElement,17
75,addRelatedAttribute,17
76,addGlobalComponents,1
77,addGlobalComponent,6
78,updateImportDependencies,1
79,expandImportList,0
80,addImportList,0
81,containedImportedGrammar,1
82,getSchemaGrammar,1
83,findDependentNamespaces,1
84,addNamespaceDependency,1
85,reportSharingError,1
86,createTraversers,8
87,prepareForParse,1
88,prepareForTraverse,11
89,setDeclPool,1
90,setDVFactory,1
91,reset,2
92,traverseLocalElements,7
93,removeParticle,1
94,fillInLocalElemInfo,7
95,checkForDuplicateNames,14
96,renameRedefiningComponents,1
97,findQName,1
98,changeRedefineGroup,1
99,findXSDocumentForDecl,1
100,nonAnnotationContent,1
101,setSchemasVisible,1
102,element2Locator,1
103,reportSchemaError,1
104,reportSchemaWarning,1
105,setGenerateSyntheticAnnotations,1
